,Datetime,Close,High,Low,Open,Volume
0,2016-04-15 06:35:00,0.0015,0.0015,0.0015,0.0015,750
1,2016-04-15 06:50:00,0.0016,0.0016,0.0016,0.0016,50000
2,2016-04-15 07:55:00,0.0015,0.0015,0.0015,0.0015,226960
3,2016-04-15 08:10:00,0.0016,0.0016,0.0015,0.0015,345928
4,2016-04-15 08:35:00,0.0015,0.0015,0.0015,0.0015,100000
5,2016-04-15 08:45:00,0.0014,0.00151,0.0014,0.00151,780000
6,2016-04-15 09:10:00,0.0016,0.0016,0.0016,0.0016,8888
7,2016-04-15 10:50:00,0.0016,0.0016,0.0016,0.0016,882224
8,2016-04-15 11:10:00,0.0016,0.0016,0.0016,0.0016,100000
9,2016-04-15 11:20:00,0.0016,0.0016,0.0016,0.0016,250000
10,2016-04-15 11:30:00,0.0017,0.0017,0.0017,0.0017,10000
11,2016-04-15 11:45:00,0.0017,0.0017,0.0017,0.0017,250000
12,2016-04-15 11:50:00,0.0017,0.0017,0.0017,0.0017,31533
13,2016-04-15 11:55:00,0.0018,0.0018,0.0017,0.0017,568400
14,2016-04-15 12:05:00,0.0018,0.0018,0.0018,0.0018,815000
15,2016-04-15 12:10:00,0.0018,0.0018,0.0018,0.0018,645000
16,2016-04-15 12:15:00,0.00188,0.0019,0.00188,0.0019,20000
17,2016-04-15 12:25:00,0.0019,0.0019,0.0019,0.0019,1168333
18,2016-04-15 12:30:00,0.0018,0.0019,0.0018,0.0019,550000
19,2016-04-15 12:40:00,0.0018,0.0018,0.0018,0.0018,995000
20,2016-04-15 12:45:00,0.0018,0.0018,0.0018,0.0018,120000
21,2016-04-15 12:55:00,0.00188,0.0019,0.0018,0.0018,310000
22,2016-04-15 13:00:00,0.0019,0.0019,0.0018,0.0018,60815
23,2016-04-18 06:35:00,0.002,0.002,0.0018,0.0018,5742200
24,2016-04-18 06:40:00,0.0019,0.002,0.0018,0.002,1932929
25,2016-04-18 06:45:00,0.002,0.002,0.0019,0.0019,485000
26,2016-04-18 06:50:00,0.002,0.002,0.0019,0.0019,1806667
27,2016-04-18 06:55:00,0.002,0.0021,0.002,0.0021,125944
28,2016-04-18 07:00:00,0.002,0.002,0.002,0.002,400000
29,2016-04-18 07:10:00,0.0021,0.0021,0.0019,0.002,430000
30,2016-04-18 07:15:00,0.0021,0.0021,0.002,0.002,547500
31,2016-04-18 07:20:00,0.002,0.0021,0.002,0.0021,1318423
32,2016-04-18 07:25:00,0.0019,0.002,0.0019,0.002,779300
33,2016-04-18 07:30:00,0.002,0.002,0.002,0.002,200000
34,2016-04-18 07:35:00,0.0019,0.00208,0.0019,0.00208,750911
35,2016-04-18 07:40:00,0.0021,0.0021,0.00208,0.00208,100911
36,2016-04-18 07:45:00,0.0019,0.0021,0.0019,0.0021,1660100
37,2016-04-18 07:50:00,0.0017,0.0019,0.0017,0.0019,4410555
38,2016-04-18 07:55:00,0.0017,0.0017,0.0017,0.0017,642500
