,Datetime,Close,High,Low,Open,Volume
0,2016-04-15 06:30:00,0.48,0.48,0.48,0.48,100
1,2016-04-15 06:55:00,0.4715,0.48,0.471,0.48,17000
2,2016-04-15 07:05:00,0.48,0.48,0.48,0.48,1000
3,2016-04-15 07:15:00,0.48,0.48,0.4726,0.4726,4100
4,2016-04-15 07:20:00,0.48,0.48,0.4758,0.4758,700
5,2016-04-15 07:40:00,0.48,0.48,0.48,0.48,100
6,2016-04-15 08:10:00,0.479,0.48,0.479,0.48,300
7,2016-04-15 08:15:00,0.48,0.48,0.479,0.479,400
8,2016-04-15 08:25:00,0.48,0.48,0.48,0.48,100
9,2016-04-15 08:30:00,0.48,0.48,0.48,0.48,200
10,2016-04-15 08:35:00,0.48,0.48,0.48,0.48,300
11,2016-04-15 08:50:00,0.4794,0.48,0.4794,0.48,400
12,2016-04-15 09:00:00,0.48,0.48,0.48,0.48,200
13,2016-04-15 09:05:00,0.48,0.48,0.48,0.48,100
14,2016-04-15 09:10:00,0.48,0.48,0.48,0.48,200
15,2016-04-15 09:15:00,0.48,0.48,0.48,0.48,100
16,2016-04-15 09:25:00,0.48,0.48,0.48,0.48,300
17,2016-04-15 09:30:00,0.48,0.48,0.48,0.48,200
18,2016-04-15 09:35:00,0.48,0.48,0.48,0.48,1700
19,2016-04-15 09:40:00,0.4899,0.4899,0.4899,0.4899,600
20,2016-04-15 09:45:00,0.4899,0.4899,0.4894,0.4899,800
21,2016-04-15 09:50:00,0.4899,0.4899,0.4899,0.4899,500
22,2016-04-15 09:55:00,0.4898,0.4899,0.4898,0.4898,1100
23,2016-04-15 10:00:00,0.4898,0.4899,0.4898,0.4899,600
24,2016-04-15 10:05:00,0.4898,0.4899,0.4898,0.4899,700
25,2016-04-15 10:10:00,0.4898,0.4898,0.4898,0.4898,1500
26,2016-04-15 10:20:00,0.4856,0.4858,0.4856,0.4858,400
27,2016-04-15 10:25:00,0.4856,0.4856,0.4856,0.4856,900
28,2016-04-15 10:30:00,0.4856,0.4856,0.4856,0.4856,400
29,2016-04-15 10:35:00,0.4856,0.4856,0.4856,0.4856,600
30,2016-04-15 10:40:00,0.4856,0.4856,0.4856,0.4856,1200
31,2016-04-15 10:45:00,0.4856,0.4856,0.4856,0.4856,500
32,2016-04-15 10:50:00,0.4856,0.4856,0.4855,0.4856,1310
33,2016-04-15 10:55:00,0.4856,0.4856,0.4856,0.4856,500
34,2016-04-15 11:00:00,0.4856,0.4856,0.4856,0.4856,800
35,2016-04-15 11:05:00,0.4856,0.4856,0.4856,0.4856,1000
36,2016-04-15 11:10:00,0.4856,0.4856,0.4856,0.4856,500
37,2016-04-15 11:15:00,0.4856,0.4856,0.4856,0.4856,1100
38,2016-04-15 11:20:00,0.4855,0.4856,0.4855,0.4856,700
39,2016-04-15 11:25:00,0.4856,0.4856,0.4856,0.4856,900
40,2016-04-15 11:30:00,0.4856,0.4856,0.4856,0.4856,1100
41,2016-04-15 11:35:00,0.4856,0.4856,0.4856,0.4856,1000
42,2016-04-15 11:40:00,0.4856,0.4856,0.4856,0.4856,700
43,2016-04-15 11:45:00,0.4856,0.4856,0.4856,0.4856,1300
44,2016-04-15 11:50:00,0.4856,0.4856,0.4856,0.4856,1100
45,2016-04-15 11:55:00,0.4856,0.4856,0.4856,0.4856,1100
