,Datetime,Close,High,Low,Open,Volume
0,2016-04-15 06:35:00,0.24,0.24,0.24,0.24,6500
1,2016-04-15 08:45:00,0.24,0.24,0.24,0.24,500
2,2016-04-15 09:20:00,0.232277,0.232277,0.232277,0.232277,300
3,2016-04-15 12:20:00,0.23,0.23,0.23,0.23,150
4,2016-04-15 12:35:00,0.2399,0.2399,0.2399,0.2399,255
5,2016-04-18 06:35:00,0.225,0.2251,0.225,0.2251,12570
6,2016-04-18 06:40:00,0.2251,0.2251,0.2251,0.2251,3000
7,2016-04-18 06:45:00,0.21,0.2251,0.21,0.225,8229
8,2016-04-18 06:55:00,0.2299,0.2299,0.2299,0.2299,3000
9,2016-04-18 07:15:00,0.2101,0.2101,0.2101,0.2101,100
10,2016-04-18 08:00:00,0.22,0.225,0.22,0.225,7766
11,2016-04-18 09:05:00,0.2101,0.2101,0.2101,0.2101,7000
12,2016-04-18 09:20:00,0.22,0.22,0.22,0.22,7100
13,2016-04-18 09:50:00,0.22,0.22,0.22,0.22,3250
14,2016-04-18 10:35:00,0.21885,0.21885,0.2177,0.2177,9200
15,2016-04-18 11:20:00,0.22,0.22,0.22,0.22,1500
16,2016-04-18 12:40:00,0.2051,0.2051,0.2051,0.2051,4000
17,2016-04-19 06:35:00,0.20845,0.20845,0.2051,0.2051,6300
18,2016-04-19 06:40:00,0.2002,0.205,0.2002,0.205,26000
19,2016-04-19 06:50:00,0.22,0.22,0.2199,0.2199,3175
20,2016-04-19 07:00:00,0.22,0.22,0.22,0.22,1000
21,2016-04-19 07:20:00,0.21,0.215,0.21,0.215,5000
22,2016-04-19 07:25:00,0.2002,0.21,0.2002,0.21,17000
23,2016-04-19 07:30:00,0.20457,0.20457,0.20457,0.20457,4500
24,2016-04-19 07:50:00,0.2049,0.2049,0.2049,0.2049,7400
25,2016-04-19 08:15:00,0.205,0.205,0.205,0.205,2954
26,2016-04-19 08:35:00,0.2002,0.2002,0.2002,0.2002,100
27,2016-04-19 08:55:00,0.204731,0.204731,0.204731,0.204731,1375
28,2016-04-19 09:05:00,0.1948,0.21005,0.1948,0.21005,12596
29,2016-04-19 09:10:00,0.19299,0.196877,0.19299,0.196877,5100
30,2016-04-19 09:50:00,0.2,0.2,0.2,0.2,4600
31,2016-04-19 09:55:00,0.2199,0.2199,0.2,0.2,5600
32,2016-04-19 10:30:00,0.2,0.21245,0.2,0.21245,13250
33,2016-04-19 11:40:00,0.2199,0.2199,0.2199,0.2199,2380
34,2016-04-19 12:45:00,0.21,0.21,0.21,0.21,1400
35,2016-04-19 12:55:00,0.2199,0.2199,0.2199,0.2199,6000
36,2016-04-20 06:45:00,0.2199,0.2199,0.21,0.21,5000
