"Ticker","Company Name","2015","2014","2013","2012","2011","2010","2009","2008"
"EXC","Exelon Corp.","25,536.3","31,882.6","23,481.2","25,421.2","28,770.3","27,559.2","32,244.4","36,600.0"
"EXPD","Expeditors Int'l","8,407.2","8,549.8","8,963.0","8,162.8","8,683.7","11,577.8","7,372.1","7,052.3"
"EXPE","Expedia Inc.","17,087.1","10,846.4","9,033.9","8,314.7","3,876.5","6,873.3","7,449.6","2,364.7"
"F","Ford Motor","54,919.7","61,317.1","60,853.2","50,793.1","40,896.0","63,511.7","33,682.7","5,487.6"
"FAST","Fastenal Co.","11,825.3","14,071.5","14,098.8","13,834.7","12,876.2","8,832.6","6,139.0","5,176.3"
"FB","Facebook, Inc.","237,626.0","218,221.9","139,193.6","63,142.6","N/A","N/A","N/A","N/A"
"FCX","Freeport-McMoRan Inc.","7,825.2","24,271.0","39,174.1","32,455.8","34,876.9","56,742.5","34,524.7","9,385.0"
"FDO","Family Dollar Stores","N/A","9,028.8","7,477.5","7,315.1","6,766.6","6,484.8","3,862.7","3,642.1"
"FDX","FedEx Corporation","42,071.6","49,201.4","44,889.2","28,842.8","26,263.8","29,301.0","26,114.0","19,969.5"
"FE","FirstEnergy Corp","13,423.1","16,418.8","13,806.4","17,464.7","18,527.0","11,285.0","14,159.6","14,808.9"
"FFIV","F5 Networks","6,823.9","9,481.6","6,909.0","7,633.5","8,401.4","10,508.1","4,190.8","1,806.2"
"FHN","First Horizon","N/A","3,180.7","2,753.7","2,414.1","2,059.7","3,102.5","2,974.5","2,169.8"
"FII","Federated Investors","N/A","3,455.2","3,018.2","2,113.0","1,571.8","2,713.1","2,830.9","1,734.5"
"FIS","Fidelity Nat. Info. Services","19,779.5","17,649.3","15,628.0","10,206.2","7,962.9","8,243.3","8,730.9","3,091.2"
"FISV","Fiserv Inc","20,902.2","17,054.1","15,158.1","10,542.6","8,229.5","8,602.5","7,427.1","5,670.1"
"FITB","Fifth Third Bancorp","15,966.1","16,794.1","17,987.1","13,408.7","11,699.9","11,689.3","7,751.9","4,769.2"
"FLIR","FLIR Systems","3,877.4","4,509.8","4,237.5","3,254.6","3,885.1","4,736.6","5,002.0","4,337.8"
"FLR","Fluor Corp.","6,686.9","9,011.7","12,949.8","9,537.0","8,491.2","11,689.9","8,054.3","8,146.4"
"FLS","Flowserve Corporation","5,507.0","8,038.1","10,812.6","7,066.2","5,353.9","6,564.1","5,195.0","2,843.6"
"FMC","FMC Corporation","5,228.7","7,603.1","10,027.6","8,056.4","6,008.8","5,711.0","4,043.7","3,243.4"
"FNM","Fannie Mae (FNMA)","N/A","11,861.7","17,331.8","N/A","N/A","N/A","6,741.8","N/A"
"FOSL","Fossil, Inc.","1,759.2","5,622.4","6,561.7","5,551.6","4,932.6","4,558.4","2,245.2","1,110.6"
"FOX","Twenty-First Century Fox Inc Class B","21,743.7","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"FOXA","Twenty-First Century Fox","31,797.6","81,871.7","79,769.6","51,675.4","39,055.5","33,142.0","31,151.8","20,634.3"
"FRE","Freddie Mac (FHLMC)","N/A","6,695.1","9,425.1","N/A","N/A","N/A","953.1","N/A"
"FRX","Forest Laboratories","N/A","N/A","16,348.0","9,412.7","8,037.7","9,150.1","9,709.7","7,682.1"
"FSLR","First Solar Inc","6,659.7","4,472.9","5,437.1","2,689.3","2,919.2","11,171.7","11,537.2","11,257.1"
"FTI","FMC Technologies Inc.","6,716.5","11,044.9","12,379.0","10,185.0","6,258.2","10,831.8","7,225.3","3,081.7"
"FTR","Frontier Communications","4,681.5","6,666.4","4,642.6","4,259.1","5,118.4","3,039.0","2,431.4","2,864.5"
"GAS","AGL Resources Inc.","7,672.5","6,517.9","5,610.4","4,707.7","4,933.0","2,798.4","2,822.7","2,407.1"
"GD","General Dynamics","43,423.3","45,712.4","33,767.7","24,499.0","23,671.0","26,400.8","26,293.5","22,270.7"
"GE","General Electric","293,989.7","253,766.2","283,589.9","220,107.4","189,082.2","194,874.8","161,096.6","170,459.4"
"GENZ","Genzyme Corp.","N/A","N/A","N/A","N/A","N/A","18,519.6","13,021.8","17,966.6"
"GGP","General Growth Properties","24,012.7","24,892.6","18,287.7","18,640.1","14,048.3","14,580.3","3,611.1","346.9"
"GHC","Graham Holdings","N/A","5,008.7","4,899.9","2,712.8","2,860.4","3,601.3","4,073.8","3,654.7"
"GILD","Gilead Sciences","145,833.0","141,295.7","115,234.5","55,791.3","30,824.6","29,064.4","38,932.3","46,528.1"
"GIS","General Mills Inc.","34,462.7","32,197.9","31,170.6","26,135.4","26,050.3","22,628.5","23,334.5","19,917.0"
"GLW","Corning Inc.","21,624.9","29,212.8","24,930.2","18,551.4","19,664.7","30,158.5","29,988.4","14,752.4"
"GM","General Motors","52,925.6","55,856.0","61,305.0","39,392.6","31,717.0","55,295.0","N/A","1,953.5"
"GMCR","Keurig Green Mountain","13,423.0","21,457.5","11,236.7","6,146.3","6,941.4","4,652.0","3,557.8","954.2"
"GME","GameStop Corp.","2,934.9","3,640.3","5,679.7","2,965.6","3,301.0","3,340.5","3,481.0","3,548.8"
"GNW","Genworth Financial Inc.","N/A","4,222.0","7,684.2","3,694.2","3,215.4","6,434.7","5,545.6","1,226.0"
"GOOG","Alphabet Inc. Class C","262,196.1","178,019.0","N/A","N/A","N/A","N/A","N/A","N/A"
"GOOGL","Alphabet Inc. Class A","226,656.1","179,474.5","376,370.3","233,421.3","209,199.9","190,843.2","197,012.9","96,834.7"
"GPC","Genuine Parts","12,949.0","16,317.3","12,792.4","9,844.8","9,525.8","8,093.0","6,032.5","6,036.5"
"GPS","Gap Inc.","9,927.0","17,728.3","17,429.7","14,371.5","8,996.8","13,018.3","14,162.2","9,292.7"
"GR","Goodrich Corp.","N/A","N/A","N/A","N/A","15,498.5","11,004.6","7,991.9","4,560.9"
"GRMN","Garmin Ltd.","7,075.0","10,133.6","9,014.0","7,970.4","7,749.5","6,023.2","6,148.4","3,841.0"
"GS","Goldman Sachs Group","76,874.6","84,421.9","80,339.7","59,946.1","44,519.9","85,970.6","86,797.6","37,312.4"
"GT","Goodyear Tire & Rubber","8,785.2","7,699.2","5,908.9","3,386.8","3,465.1","2,878.8","3,415.0","1,440.5"
"GWW","W. W. Grainger, Inc.","12,720.4","17,187.7","17,586.7","14,060.3","13,096.4","9,581.8","6,998.6","5,895.7"
"HAL","Halliburton Co.","29,131.9","33,351.8","43,086.8","32,227.0","31,783.7","37,155.3","27,141.2","16,271.1"
"HAR","Harman Int'l Industries","6,696.5","7,322.8","5,544.8","3,029.1","2,669.6","3,225.5","2,449.4","981"
"HAS","Hasbro Inc.","8,394.7","6,847.7","7,209.3","4,628.9","4,102.1","6,483.3","4,395.3","4,061.3"
"HBAN","Huntington Bancshares","8,811.0","8,536.5","8,018.8","5,385.6","4,745.6","5,931.0","2,612.5","2,804.0"
"HBI","Hanesbrands Inc","11,531.3","11,184.0","6,988.7","3,520.0","2,131.7","2,443.7","2,300.0","1,192.4"
"HCA","HCA Inc.","27,570.6","30,858.9","20,973.5","13,371.3","9,637.6","N/A","N/A","N/A"
"HCBK","Hudson City Bancorp","N/A","5,352.6","4,983.0","4,294.4","3,297.3","6,710.4","7,228.8","8,359.4"
"HCN","Welltower Inc","24,074.5","24,879.5","15,511.9","15,958.3","10,484.8","7,007.7","5,468.4","4,418.5"
"HCP","HCP Inc.","17,783.2","20,242.6","16,596.8","20,466.1","16,929.5","13,646.3","8,965.0","7,042.5"
"HD","Home Depot","167,677.3","138,332.3","115,953.4","92,476.8","64,807.5","57,457.1","49,192.9","39,029.4"
"HES","Hess Corporation","13,870.0","21,100.3","27,001.1","18,087.3","19,310.6","25,846.1","19,797.4","17,493.8"
"HET","Harrah's Entertainment","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HIG","Hartford Financial Services","17,801.7","17,988.4","16,197.8","9,790.8","7,243.3","11,775.9","8,908.8","4,935.4"
"HNZ","H. J. Heinz Company","N/A","N/A","N/A","18,530.6","17,305.0","15,890.4","13,584.5","11,838.7"
"HOG","Harley-Davidson","8,708.5","13,964.8","15,230.0","11,040.5","8,961.1","8,165.5","5,904.7","3,950.0"
"HON","Honeywell Int'l Inc.","79,820.5","78,218.4","71,695.6","49,720.6","42,039.6","41,474.0","29,911.3","23,844.0"
"HOT","Starwood Hotels & Res","11,687.5","14,000.3","15,246.3","11,077.4","9,397.9","11,728.7","6,830.7","3,272.6"
"HP","Helmerich & Payne","5,772.0","7,256.8","9,034.1","5,950.6","6,264.2","5,151.1","4,214.2","2,395.8"
"HPC","Hercules Inc.","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HPE","Hewlett Packard Enterprise Co","27,333.0","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"HPQ","Hewlett-Packard Co","21,388.0","73,601.7","53,407.6","27,761.1","51,108.7","92,216.9","121,778.3","87,683.9"
"HRB","H&R Block, Inc.","7,859.5","9,270.4","7,963.3","5,057.0","4,793.9","3,635.5","7,447.3","7,715.6"
"HRL","Hormel Foods Corp.","20,895.2","13,742.5","11,921.6","8,260.7","7,728.2","6,841.2","5,133.0","4,172.0"
"HRS","Harris Corp.","10,811.5","7,475.0","7,448.2","5,503.0","4,059.2","5,697.4","6,148.9","5,044.4"
"HSH","Hillshire Brands Co","N/A","N/A","4,121.4","3,394.9","11,107.9","11,593.7","8,473.1","6,915.3"
"HSIC","Henry Schein Inc","13,118.1","11,437.8","9,783.2","7,065.0","5,794.1","5,644.1","4,767.2","3,278.3"
"HSP","Hospira Inc.","N/A","10,437.0","6,852.5","5,164.0","5,001.9","9,283.5","8,338.5","4,280.5"
"HST","Host Hotels & Resorts","11,529.7","17,965.4","14,673.3","11,354.5","10,414.3","12,073.0","7,542.3","3,976.5"
"HSY","The Hershey Company","13,941.7","22,973.2","21,769.3","16,161.8","13,913.2","10,704.5","8,160.0","7,887.2"
"HUM","Humana Inc.","26,459.5","22,023.5","16,093.3","10,858.9","14,324.6","9,213.8","7,453.9","6,289.5"
"IACI","IAC/InterActiveCorp","N/A","5,115.2","5,642.5","3,980.5","3,532.2","2,536.2","2,545.4","2,264.6"
"IBM","IBM Corp.","133,506.5","158,919.7","197,772.1","214,031.8","213,886.1","180,220.3","170,868.6","112,698.3"
"ICE","Intercontinental Exchange","28,122.7","24,715.5","25,873.9","8,980.4","8,758.3","8,715.9","8,226.8","5,955.8"
"IFF","Intl Flavors & Fragrances","9,601.1","8,187.7","6,997.4","5,431.5","4,241.9","4,458.9","3,256.5","2,337.8"
"IGT","International Game Tech.","N/A","4,265.9","4,652.6","3,770.6","5,115.3","5,273.4","5,567.2","3,504.0"
"IHRT","iHeartMedia Inc","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"ILMN","Illumina Inc","28,101.5","26,511.0","14,124.9","6,890.0","3,719.8","8,019.4","3,665.5","3,152.3"
"INTC","Intel Corp.","162,569.6","172,304.9","128,943.3","101,945.3","121,250.0","115,896.3","112,669.2","81,538.9"
"INTU","Intuit Inc.","25,476.4","25,899.9","21,637.7","17,650.2","15,502.3","15,035.8","9,594.9","7,637.7"
"IP","International Paper Co.","15,629.2","22,510.0","21,394.4","17,524.9","12,933.7","11,921.2","11,600.0","5,044.5"
"IPG","Interpublic Group","9,459.8","8,594.6","7,513.7","4,600.9","4,373.6","5,194.2","3,587.4","1,887.3"
"IR","Ingersoll-Rand PLC","14,433.4","16,879.0","17,414.3","14,177.3","9,053.9","15,453.3","11,457.9","5,531.1"
"IRM","Iron Mountain Inc.","5,703.2","8,111.6","5,809.8","5,899.7","5,301.9","5,003.6","4,632.7","4,993.8"
"ISRG","Intuitive Surgical Inc.","20,407.3","19,359.2","14,671.9","19,712.9","18,196.3","10,026.5","11,682.1","4,975.8"
"ITT","ITT Corp.","N/A","3,706.1","3,938.2","2,174.7","1,792.9","9,567.4","9,087.5","8,351.3"
"ITW","Illinois Tool Works","33,688.4","36,264.0","36,174.2","27,671.7","22,589.3","26,579.6","24,107.1","17,494.0"
"IVZ","Invesco Ltd.","14,190.9","16,989.6","15,764.8","11,516.1","8,960.1","10,771.7","9,849.4","5,436.7"
"JAVA","Sun Microsystems Inc","N/A","N/A","N/A","N/A","N/A","N/A","7,046.2","2,872.6"
"JBHT","J. B. Hunt Transport Services Inc.","8,407.2","9,821.4","9,062.7","7,017.7","5,270.1","4,958.0","4,106.1","3,311.6"
"JBL","Jabil Circuit","N/A","4,237.5","3,543.2","3,974.3","3,999.2","4,228.9","3,613.4","1,393.1"
"JCI","Johnson Controls","25,585.9","31,773.6","34,064.6","20,988.1","21,270.7","25,874.7","18,298.1","10,791.0"
"JCP","J.C. Penney","N/A","1,975.8","2,787.1","4,322.4","7,588.9","7,647.8","6,280.0","4,373.4"
"JEC","Jacobs Engineering Group","5,162.8","5,786.3","8,306.1","5,544.3","5,209.8","5,789.3","4,682.9","5,918.6"
"JNJ","Johnson & Johnson","284,220.5","291,041.6","258,341.3","194,772.1","178,663.7","169,351.3","177,405.8","165,679.9"
"JNPR","Juniper Networks","10,649.5","9,289.6","11,176.7","10,000.2","10,744.0","19,397.0","13,850.8","9,223.4"
"JNS","Janus Capital Group","N/A","2,986.5","2,333.0","1,597.7","1,180.2","2,387.8","2,448.2","1,267.9"
"JNY","Jones Apparel Group Inc.","N/A","N/A","1,192.3","876","854.6","1,342.7","1,371.5","488.7"
"JOY","Joy Global Inc.","N/A","4,563.8","5,979.3","6,756.0","7,880.4","8,981.2","5,312.8","2,351.0"
"JPM","JPMorgan Chase & Co.","243,065.0","233,935.9","219,837.4","167,147.6","126,342.2","165,827.5","171,052.6","117,681.2"
"JWN","Nordstrom","9,158.5","15,092.0","11,816.2","10,539.5","10,319.8","9,238.8","8,181.2","2,867.0"
"K","Kellogg Co.","25,612.3","23,296.8","22,156.3","20,176.7","18,068.8","18,675.1","20,289.4","16,744.6"
"KATE","Kate Spade & Co","N/A","4,077.1","3,942.6","1,451.5","870.3","676.9","534.6","247.3"
"KBH","KB Home","N/A","1,519.4","1,723.4","1,218.7","518.3","1,187.8","1,204.8","1,057.0"
"KEY","KeyCorp","11,018.5","11,945.7","11,953.5","7,795.0","7,328.6","7,793.4","4,875.9","4,217.4"
"KG","King Pharmaceuticals Inc.","N/A","N/A","N/A","N/A","N/A","N/A","3,048.4","2,617.7"
"KHC","Kraft Heinz Co","88,291.1","36,802.2","32,143.0","26,953.0","N/A","N/A","N/A","N/A"
"KIM","Kimco Realty","10,936.2","10,353.2","8,092.2","7,878.3","6,608.7","7,331.9","5,486.9","4,955.4"
"KLAC","KLA-Tencor Corp.","10,814.9","11,438.6","10,737.6","7,935.1","8,044.9","6,461.4","6,222.2","3,701.1"
"KMB","Kimberly-Clark","46,209.1","42,210.9","39,778.3","32,868.6","29,107.7","25,651.0","26,567.1","21,813.3"
"KMI","Kinder Morgan","33,294.2","89,915.0","37,104.4","36,590.2","22,740.7","N/A","N/A","N/A"
"KMX","Carmax Inc.","10,936.2","14,042.9","10,496.2","8,567.3","6,902.9","7,189.1","5,394.5","1,736.8"
"KO","The Coca Cola Co.","186,832.4","184,928.4","182,421.8","162,587.1","158,918.1","152,720.2","132,079.3","104,734.6"
"KORS","Michael Kors Holdings","7,373.0","15,097.3","16,550.8","10,220.0","5,206.1","N/A","N/A","N/A"
"KR","Kroger Co.","40,772.7","31,270.3","20,081.2","13,374.3","13,587.4","13,863.2","13,180.3","17,140.1"
"KSS","Kohl's Corp.","9,041.1","12,269.0","11,974.3","9,541.6","12,189.5","15,812.9","16,556.5","11,041.0"
"KSU","Kansas City Southern","8,149.2","13,471.1","13,649.7","9,193.7","7,475.0","4,912.8","3,202.9","1,742.4"
"L","Loews Corp.","13,606.8","15,670.7","18,679.0","15,966.1","14,931.4","16,130.0","15,451.3","12,291.3"
"LB","L Brands Inc.","27,733.6","25,272.6","17,998.4","13,600.3","11,903.3","9,864.3","6,214.5","3,222.8"
"LDOS","Leidos Holdings Inc","N/A","3,220.5","3,719.2","3,871.4","4,190.9","5,741.3","7,348.7","4,090.8"
"LEG","Leggett & Platt","5,718.8","5,871.7","4,313.0","3,868.0","3,211.8","3,327.5","3,035.4","2,366.8"
"LEH","Lehman Brothers Holdings","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"LEN","Lennar Corp.","8,756.9","9,187.8","8,086.5","7,407.2","3,702.1","3,499.4","2,361.1","1,392.0"
"LH","LabCorp","12,512.4","9,128.3","7,830.4","8,099.0","8,407.9","9,003.0","7,880.7","6,969.2"
"LIFE","Life Technologies","N/A","N/A","13,100.4","8,395.8","6,947.5","10,115.0","9,403.9","4,043.6"
"LLL","L-3 Comm's Holdings","9,368.1","10,354.4","9,171.6","6,929.1","6,599.9","7,656.9","10,030.0","8,752.8"
"LLTC","Linear Technology Corp.","10,156.5","10,896.3","10,709.6","7,939.4","6,853.9","7,827.0","6,824.3","4,905.4"
"LLY","Eli Lilly and Co.","93,366.6","76,815.5","57,459.2","57,233.5","48,116.6","40,406.1","41,031.6","45,785.1"
"LM","Legg Mason","4,226.2","6,030.4","5,175.3","3,316.4","3,361.5","5,521.6","4,902.8","3,128.9"
"LMT","Lockheed Martin Corp.","66,729.1","60,467.0","47,422.5","29,625.1","25,968.9","24,188.9","28,105.6","33,043.4"
"LNC","Lincoln National","12,437.9","14,982.1","13,542.4","7,122.9","5,858.3","8,809.1","7,518.4","4,820.8"
"LO","Lorillard Inc.","N/A","22,658.4","18,498.2","14,817.1","15,048.0","12,062.8","12,515.9","9,466.8"
"LOW","Lowe's Cos.","69,584.6","66,048.0","51,036.5","39,427.2","31,496.6","33,958.3","34,126.0","31,634.4"
"LRCX","Lam Research","12,579.5","12,638.4","8,830.1","5,992.0","4,425.4","6,382.1","4,996.5","2,661.9"
"LSI","LSI Corporation","N/A","N/A","6,098.6","3,894.8","3,342.5","3,685.0","3,945.5","2,132.4"
"LUK","Leucadia National Corp.","6,301.1","8,260.2","10,331.0","5,818.6","5,561.8","7,100.0","5,784.1","4,708.7"
"LUV","Southwest Airlines","28,004.3","28,591.1","13,196.9","7,478.5","6,613.1","9,701.7","8,490.1","6,378.7"
"LVLT","Level 3 Comm's","19,366.7","16,856.4","7,784.6","5,046.8","3,532.4","1,637.1","2,515.5","N/A"
"LXK","Lexmark Int'l Inc","N/A","2,529.9","2,202.2","1,481.8","2,361.2","2,736.9","2,029.0","2,090.1"
"LYB","LyondellBasell","39,056.7","38,660.5","44,059.6","32,839.1","18,497.9","19,420.6","N/A","N/A"
"M","Macy's Inc.","10,996.6","22,702.6","19,676.9","15,423.7","13,509.9","10,714.0","7,056.2","4,352.8"
"MA","Mastercard Inc.","107,118.8","99,304.7","99,769.8","60,547.3","47,297.4","29,335.6","33,219.3","18,471.7"
"MAC","Macerich","12,775.5","13,195.6","8,287.8","8,016.7","6,686.9","6,179.5","3,475.2","1,396.2"
"MAR","Marriott Int'l.","17,218.4","22,110.7","14,549.5","11,760.2","9,775.6","15,130.7","9,734.7","6,790.0"
"MAS","Masco Corp.","9,522.2","8,694.0","7,958.1","5,814.3","3,646.0","4,413.3","4,839.0","3,911.1"
"MAT","Mattel Inc.","9,220.2","10,464.2","16,143.9","12,535.0","9,355.1","8,877.6","7,230.8","5,736.0"
"MBI","MBIA Inc","N/A","1,831.1","2,295.5","1,536.0","2,238.5","2,395.0","814.6","846.2"
"MCD","McDonald's Corp.","108,479.7","91,189.2","96,547.8","88,560.8","102,659.5","81,097.5","67,384.4","69,313.6"
"MCHP","Microchip Technology","9,453.3","9,087.1","8,910.5","6,366.2","7,034.9","6,441.9","5,352.0","3,555.4"
"MCK","McKesson Corp.","45,384.4","48,158.6","37,283.4","22,009.9","18,308.9","17,735.8","16,937.5","10,495.8"
"MCO","Moody's Corp","19,837.2","19,580.0","16,789.4","11,234.0","7,491.8","6,125.1","6,347.8","4,724.1"
"MDLZ","Mondelez Int'l","71,258.2","60,440.1","60,200.5","45,250.0","66,048.6","55,081.6","40,168.9","39,450.7"
"MDP","Meredith Corp.","N/A","2,415.9","2,308.5","1,533.3","1,471.1","1,573.6","1,390.3","778.5"
"MDT","Medtronic Inc.","108,161.5","71,478.0","57,390.0","41,430.2","40,162.5","39,686.3","48,817.8","35,190.4"
"MEE","Massey Energy Co.","N/A","N/A","N/A","N/A","N/A","5,479.0","3,593.7","1,174.0"
"MER","Merrill Lynch","N/A","N/A","N/A","N/A","N/A","N/A","N/A","18,620.9"
"MET","MetLife Inc.","53,591.5","61,226.0","60,499.9","35,960.2","32,987.1","43,810.6","28,945.8","27,665.9"
"MFE","McAfee Inc.","N/A","N/A","N/A","N/A","N/A","7,209.5","6,421.7","5,307.7"
"MHFI","McGraw Hill Financial","26,646.2","24,202.6","21,192.2","15,252.9","12,411.7","11,200.5","10,567.1","7,291.1"
"MHK","Mohawk Industries","14,001.0","11,327.8","10,822.9","6,256.3","4,116.5","3,895.4","3,259.8","2,940.1"
"MHS","Medco Health Solutions","N/A","N/A","N/A","N/A","21,659.2","25,153.7","30,324.8","20,675.3"
"MI","Marshall & Iisley Corp.","N/A","N/A","N/A","N/A","N/A","3,658.4","2,863.3","3,619.3"
"MIL","Millipore Inc.","N/A","N/A","N/A","N/A","N/A","N/A","4,029.0","2,847.0"
"MJN","Mead Johnson","15,563.7","20,339.2","16,919.5","13,342.7","14,000.3","12,742.6","8,936.7","N/A"
"MKC","McCormick & Co.","9,949.7","9,540.1","9,035.4","8,417.7","6,700.8","6,193.1","4,761.9","4,145.0"
"MLM","Martin Marietta Materials","9,033.5","7,423.8","4,623.3","4,337.1","3,448.2","4,204.2","4,059.1","4,025.1"
"MMC","Marsh & McLennan","28,925.4","30,917.7","26,441.3","18,803.7","17,048.8","14,777.5","11,695.2","12,481.2"
"MMI","Motorola Mobility","N/A","N/A","N/A","N/A","11,706.0","8,570.8","N/A","N/A"
"MMM","3M Company","92,751.0","104,365.4","93,028.7","63,797.2","57,280.6","61,444.1","58,745.9","39,873.5"
"MNK","Mallinckrodt plc","8,653.1","11,509.6","3,034.3","N/A","N/A","N/A","N/A","N/A"
"MNST","Monster Beverage","30,197.5","18,172.7","11,305.5","8,759.6","8,029.0","4,651.9","3,385.3","3,028.7"
"MO","Altria Group Inc.","114,131.1","97,134.5","76,529.7","63,186.2","60,617.0","51,424.8","40,752.4","31,044.2"
"MOLX","Molex Inc.","N/A","N/A","6,885.5","4,823.5","4,183.7","3,957.7","3,735.3","2,571.1"
"MON","Monsanto Co.","43,375.1","57,776.8","61,178.7","50,644.9","37,518.3","37,360.0","44,583.7","38,548.7"
"MOS","The Mosaic Co.","9,252.0","16,778.2","20,137.3","24,114.0","21,456.5","34,100.3","26,606.1","15,380.1"
"MPC","Marathon Petroleum","27,630.7","24,731.2","27,243.8","20,979.0","11,884.5","N/A","N/A","N/A"
"MRK","Merck & Co.","147,554.9","161,178.0","146,522.7","123,910.4","114,639.6","111,079.1","113,574.5","64,073.8"
"MRO","Marathon Oil Corp.","8,526.7","19,095.8","24,604.1","21,676.6","20,606.1","26,291.3","22,135.0","19,398.2"
"MS","Morgan Stanley","61,591.3","75,947.2","61,194.0","37,749.0","29,161.6","41,165.4","40,239.2","16,803.5"
"MSFT","Microsoft Corp.","443,169.4","382,880.5","310,503.0","223,669.5","217,824.4","234,527.7","268,559.3","172,802.2"
"MSI","Motorola Solutions Inc.","12,085.7","14,744.2","17,178.8","15,373.2","14,757.3","21,351.7","17,941.9","10,084.9"
"MTB","M&T Bank Corp.","19,381.0","16,621.2","15,194.7","12,621.6","9,594.6","10,420.1","7,907.9","6,336.1"
"MTG","MGIC Investment","N/A","3,155.4","2,850.7","537.4","750.4","2,042.6","723.1","435.2"
"MTW","The Manitowoc Company","N/A","2,995.5","3,118.3","2,081.8","1,212.0","1,722.5","1,303.2","1,128.9"
"MU","Micron Technology","15,374.3","37,581.7","23,011.5","6,478.1","6,212.6","7,994.3","8,974.1","2,016.3"
"MUR","Murphy Oil","3,862.0","8,967.2","11,899.4","11,352.7","10,798.1","14,375.9","10,358.4","8,458.2"
"MWW","Monster Worldwide Inc.","N/A","406.3","658.6","624.5","932.8","2,861.9","2,082.1","1,434.0"
"MYL","Mylan Inc.","26,593.2","21,097.8","16,127.6","10,848.4","9,156.5","9,215.0","5,648.5","3,013.8"
"NAVI","Navient","4,148.4","8,681.5","11,272.8","7,753.0","6,817.3","6,634.2","5,465.9","4,160.3"
"NBL","Noble Energy Inc.","14,112.3","17,297.4","24,672.3","18,269.9","16,793.9","15,218.1","12,461.2","8,548.7"
"NBR","Nabors Industries Ltd.","N/A","3,756.9","5,014.9","4,196.0","4,986.2","6,695.3","6,201.2","3,406.4"
"NCC","National City Corp.","N/A","N/A","N/A","N/A","N/A","N/A","N/A","3,698.6"
"NDAQ","NASDAQ OMX Group","9,553.7","8,095.4","6,740.4","4,138.5","4,253.8","4,171.3","4,189.7","4,988.9"
"NE","Noble Corp.","N/A","4,101.1","9,496.7","8,801.1","7,626.1","9,023.9","10,509.7","5,785.3"
"NEE","NextEra Energy","47,845.1","47,086.5","37,244.7","29,336.6","25,326.1","21,880.6","21,847.5","20,580.7"
"NEM","Newmont Mining Corp.","9,518.8","9,424.9","11,461.5","23,067.8","29,688.6","30,268.3","23,216.4","18,507.8"
"NFLX","Netflix Inc.","48,884.6","20,638.7","21,945.5","5,146.8","3,838.6","9,273.8","2,944.0","1,759.4"
"NFX","Newfield Exploration Co.","5,320.7","3,724.4","3,355.1","3,623.7","5,081.7","9,680.5","6,414.8","2,608.5"
"NI","NiSource Inc.","6,217.3","13,406.3","10,313.7","7,722.9","6,710.9","4,913.4","4,254.7","3,008.7"
"NKE","Nike, Inc.","84,342.0","83,073.6","69,832.3","23,109.4","44,225.4","40,873.0","32,206.0","24,689.1"
"NLSN","Nielsen Holdings","16,965.1","38,646.7","40,750.3","13,699.9","13,625.1","N/A","N/A","N/A"
"NOC","Northrop Grumman Corp.","34,435.7","127,345.0","101,773.7","30,266.1","26,837.2","30,996.9","27,224.2","21,803.9"
"NOV","National Oilwell Varco Inc.","12,583.8","56,617.9","70,622.6","30,611.0","31,201.5","32,178.8","21,491.8","11,831.4"
"NOVL","Novell, Inc.","N/A","N/A","N/A","N/A","N/A","2,832.7","2,022.9","1,883.1"
"NRG","NRG Energy","3,697.9","23,284.8","25,503.4","10,296.2","8,315.5","9,349.8","11,508.7","11,294.1"
"NSC","Norfolk Southern Corp.","25,256.0","94,703.0","82,433.0","27,695.4","33,436.4","30,059.1","25,552.2","22,776.9"
"NSM","National Semiconductor","N/A","N/A","N/A","N/A","N/A","6,584.1","7,487.3","4,874.9"
"NTAP","NetApp","7,755.9","35,812.8","36,532.3","15,025.6","16,644.8","26,298.1","16,748.9","6,762.9"
"NTRS","Northern Trust Corp.","16,668.6","58,233.6","54,958.3","22,464.5","18,200.5","26,513.4","25,542.5","25,241.0"
"NUE","Nucor Corp.","12,880.5","42,379.2","47,401.4","19,329.5","18,159.2","20,967.7","22,739.6","22,365.4"
"NVDA","Nvidia Corp.","17,732.5","17,323.2","14,225.8","5,490.7","6,360.5","7,368.8","9,105.6","3,906.7"
"NWL","Newell Rubbermaid Co.","11,778.3","32,909.8","28,780.1","9,973.8","7,411.4","8,699.0","7,316.7","4,734.5"
"NVLS","Novellus Systems","N/A","N/A","N/A","N/A","18,948.5","15,465.0","11,377.1","5,973.8"
"NWS","News Corp Class B","2,786.8","13,029.1","15,833.0","N/A","N/A","N/A","N/A","N/A"
"NWSA","News Corporation","5,097.4","13,556.2","16,001.8","N/A","N/A","N/A","N/A","N/A"
"NYT","The New York Times Co.","N/A","1,987.5","2,379.4","1,267.6","1,142.9","1,432.3","1,786.2","1,054.1"
