"Ticker","Company Name","2015","2014","2013","2012","2011","2010","2009","2008"
"NYX","NYSE Euronext","N/A","N/A","N/A","7,632.7","6,733.8","7,824.8","6,578.0","7,091.4"
"O","Realty Income Corporation","12,892.7","10,729.1","7,745.4","5,366.1","4,657.5","4,037.6","2,702.1","2,412.5"
"ODP","Office Depot Inc.","N/A","4,677.7","2,807.5","937.5","603.1","1,496.6","1,772.1","819.1"
"OI","Owens-Illinois Inc.","2,801.8","4,431.7","5,893.5","3,487.5","3,185.6","5,026.1","5,541.9","4,568.2"
"OKE","ONEOK, Inc.","5,160.8","10,372.4","12,847.6","8,761.0","8,951.2","5,925.1","4,720.3","3,053.1"
"OMC","Omnicom Group","18,329.0","19,111.8","19,157.7","13,089.5","12,188.2","13,075.9","12,073.9","8,272.5"
"OMX","OfficeMax Inc.","N/A","N/A","N/A","848","391.2","1,505.5","1,073.9","580.5"
"ORCL","Oracle Corp.","155,937.2","197,479.8","172,070.9","157,746.8","128,912.7","158,140.7","122,925.2","89,468.7"
"ORLY","O'Reilly Automotive","24,997.3","19,570.8","13,635.5","10,101.2","10,168.0","8,520.8","5,240.3","4,144.6"
"OXY","Occidental Petroleum","51,636.2","62,507.3","76,656.3","62,068.2","76,064.6","79,714.7","66,029.1","48,584.5"
"PAYX","Paychex Inc.","19,090.4","16,766.5","16,582.6","11,311.6","10,912.5","11,179.7","11,073.5","9,482.3"
"PBCT","People's United Bank","5,010.3","4,556.0","4,519.4","4,005.1","4,480.5","4,903.5","5,604.5","5,971.3"
"PBG","Pepsi Bottling Group Inc.","N/A","N/A","N/A","N/A","N/A","N/A","8,287.5","4,749.6"
"PBI","Pitney-Bowes","4,069.1","4,899.1","4,708.5","2,137.4","3,703.4","4,919.0","4,715.8","5,253.5"
"PCAR","PACCAR Inc.","16,753.8","24,109.5","20,963.9","15,977.2","13,369.3","20,946.3","13,202.0","10,373.0"
"PCG","PG&E Corp.","26,087.2","25,337.6","18,394.7","17,306.2","16,993.2","18,907.7","16,577.3","14,026.5"
"PCL","Plum Creek Timber Co.","8,307.9","7,526.8","8,232.3","7,187.9","5,897.1","6,051.9","6,147.3","5,766.8"
"PCLN","Priceline.com Inc","63,472.1","59,214.5","60,454.1","30,939.5","23,291.0","19,636.3","9,955.3","3,018.2"
"PCP","Precision Castparts","31,921.8","34,149.1","39,109.9","27,741.1","23,921.2","19,969.8","15,634.2","8,323.3"
"PCS","MetroPCS","N/A","N/A","N/A","3,612.5","3,140.9","4,484.7","2,691.2","5,211.1"
"PDCO","Patterson Companies","4,495.2","4,959.1","4,326.0","3,645.5","3,276.7","3,764.4","3,435.9","2,286.5"
"PEG","Public Serv. Enterprise Inc.","19,575.7","20,946.7","16,207.7","15,480.3","16,701.3","16,095.1","16,824.2","14,760.5"
"PEP","PepsiCo Inc.","145,568.6","140,705.3","126,815.3","105,655.9","103,771.4","103,286.7","95,152.0","85,057.8"
"PETM","PetSmart, Inc.","N/A","8,081.9","7,322.9","7,198.3","5,647.8","4,598.9","3,224.0","2,349.8"
"PFE","Pfizer Inc.","199,280.7","196,265.5","198,515.2","184,653.4","166,346.0","140,254.2","146,784.9","119,417.4"
"PFG","Principal Financial Group","13,167.9","15,265.2","14,556.3","8,379.2","7,407.1","10,432.2","7,668.8","5,852.4"
"PG","Procter & Gamble","216,040.7","246,136.0","221,291.2","185,626.9","183,540.6","180,072.1","177,144.7","184,576.3"
"PGN","Progress Energy Inc.","N/A","N/A","N/A","N/A","16,526.2","12,736.9","11,467.5","10,484.0"
"PGR","Progressive Corp.","18,577.6","15,864.7","16,247.5","12,757.1","11,959.6","13,161.9","12,100.1","10,019.0"
"PH","Parker-Hannifin","13,187.3","18,369.6","19,184.0","12,687.4","11,506.4","13,970.4","8,663.9","6,834.8"
"PHM","PulteGroup Inc","6,221.6","7,928.6","7,767.1","7,020.8","2,414.3","2,872.9","3,806.9","2,821.8"
"PKI","PerkinElmer","5,996.3","4,918.8","4,643.6","3,651.2","2,263.1","2,987.8","2,409.5","1,629.0"
"PLD","Prologis","22,503.4","21,923.7","18,430.6","16,850.0","13,111.3","8,231.9","6,491.3","3,708.7"
"PLL","Pall Corp.","N/A","11,117.6","9,541.1","6,881.0","6,572.0","5,724.9","4,230.9","3,390.0"
"PM","Philip Morris Int'l","136,198.6","125,995.0","138,449.7","138,308.2","135,449.3","105,458.4","90,942.5","87,336.0"
"PNC","PNC Financial SVCS Group Inc","48,399.0","47,713.3","41,350.1","30,787.7","30,392.1","31,938.7","24,389.0","21,707.0"
"PNR","Pentair Ltd.","8,928.0","12,117.8","15,328.6","10,131.6","3,283.2","3,592.9","3,186.6","2,326.2"
"PNW","Pinnacle West Capital","7,147.6","7,553.1","5,830.8","5,594.7","5,263.5","4,508.5","3,710.5","3,241.5"
"POM","Pepco Holdings Inc.","6,596.6","6,806.0","4,788.7","4,510.6","4,618.3","4,107.7","3,745.2","3,887.8"
"PPG","PPG Industries","26,609.2","31,432.2","26,295.6","20,785.2","12,681.2","13,483.3","9,698.2","6,967.0"
"PPL","PPL Corp.","22,928.3","24,190.3","18,966.4","16,661.1","17,016.7","12,722.9","12,186.8","11,495.9"
"PRGO","Perrigo","21,184.4","23,536.1","20,517.6","9,776.7","9,076.8","5,845.2","3,628.0","2,976.7"
"PRU","Prudential Financial","36,553.1","41,144.2","42,702.9","24,800.2","23,558.4","28,403.8","22,994.6","12,749.1"
"PSA","Public Storage","42,890.7","31,876.6","25,855.7","24,844.4","22,890.3","17,165.6","13,717.3","13,378.9"
"PSX","Phillips 66","43,635.4","39,175.6","45,520.6","33,110.3","N/A","N/A","N/A","N/A"
"PTV","Pactiv LLC","N/A","N/A","N/A","N/A","N/A","N/A","3,194.5","3,272.0"
"PVH","PVH Corp.","6,035.3","10,575.7","11,176.4","8,093.9","4,796.7","4,225.8","2,111.4","1,036.4"
"PWR","Quanta Services Inc.","3,235.1","6,031.9","6,702.1","6,026.0","4,442.1","4,206.5","4,359.1","3,891.9"
"PX","Praxair Inc.","29,168.2","37,476.8","38,246.2","32,422.3","31,912.9","29,022.4","24,613.2","18,215.3"
"PXD","Pioneer Natural Resources","18,729.0","22,178.7","26,253.5","13,148.5","10,903.7","10,011.0","5,509.4","1,853.4"
"PYPL","PayPal Holdings Inc.","44,225.2","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Q","Qwest Communications","N/A","N/A","N/A","N/A","N/A","13,426.4","7,280.1","6,212.6"
"QCOM","Qualcomm, Inc.","75,132.2","122,941.8","125,259.8","106,151.8","92,278.9","80,866.7","77,439.2","59,083.7"
"QEP","QEP Resources","N/A","3,546.6","5,483.3","5,400.2","5,180.2","6,386.9","N/A","N/A"
"QLGC","QLogic Corp.","N/A","1,161.8","1,031.2","875.3","1,481.7","1,782.3","2,119.2","1,606.5"
"QRVO","Qorvo","7,194.3","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"R","Ryder System","3,036.1","4,924.8","3,935.1","2,565.0","2,717.8","2,693.9","2,199.3","2,158.4"
"RAI","Reynolds American Inc.","65,953.0","34,145.6","26,897.3","22,908.3","23,863.5","19,018.9","15,436.7","11,748.4"
"RCL","Royal Caribbean Cruises","22,265.7","18,076.7","10,454.8","7,438.2","5,376.5","10,147.4","5,408.6","2,926.3"
"RDC","Rowan Companies plc","N/A","2,904.8","4,393.0","3,884.1","3,748.2","4,408.9","2,577.2","1,797.3"
"REGN","Regeneron","55,454.7","42,021.9","27,437.8","16,643.9","5,144.0","2,935.7","1,961.1","1,466.8"
"RF","Regions Financial Corp.","12,532.5","14,297.6","13,625.7","10,077.1","5,412.9","8,793.7","6,308.9","5,503.3"
"RHI","Robert Half International","6,254.8","7,889.1","5,772.2","4,436.9","4,043.8","4,473.2","3,973.3","3,142.6"
"RHT","Red Hat Inc.","15,137.9","12,678.4","10,621.0","10,246.6","8,016.5","8,806.2","5,819.3","2,512.7"
"RIG","Transocean","4,503.1","6,640.6","17,829.0","16,055.5","13,429.1","22,179.3","26,597.3","15,085.1"
"RL","Polo Ralph Lauren Corp.","6,556.5","16,164.5","15,820.7","13,597.7","12,744.8","10,670.5","7,984.6","4,500.1"
"ROH","Rohm and Haas Co.","N/A","N/A","N/A","N/A","N/A","N/A","N/A","12,063.5"
"ROK","Rockwell Automation Inc.","13,522.9","15,061.4","16,400.6","11,742.1","10,447.4","10,211.5","6,699.3","4,571.0"
"ROP","Roper Industries","19,131.8","15,659.7","13,772.3","10,968.5","8,381.0","7,235.7","4,898.7","3,894.4"
"ROST","Ross Stores","21,793.3","19,556.1","15,991.6","11,938.8","10,782.8","7,467.5","5,250.3","3,786.0"
"RRC","Range Resources Corp.","4,168.2","9,013.2","13,771.4","10,210.8","9,980.5","7,192.7","7,882.2","5,343.3"
"RRD","R.R. Donnelley","N/A","3,358.6","3,686.9","1,621.8","2,575.8","3,609.3","4,580.9","2,794.8"
"RSG","Republic Services Inc.","15,275.0","14,196.2","11,965.3","10,591.1","10,190.7","11,457.3","10,780.4","9,383.0"
"RSH","RadioShack Corp.","N/A","N/A","260.4","211.1","969.4","2,104.6","2,441.3","1,493.4"
"RTN","Raytheon Co.","37,495.7","33,240.6","28,525.2","18,885.4","16,396.0","16,654.6","19,469.4","20,421.1"
"RX","IMS Health Inc.","N/A","N/A","N/A","N/A","N/A","N/A","3,846.8","2,757.2"
"S","Sprint Corp","N/A","16,458.9","42,290.5","17,066.7","7,010.6","12,639.2","10,881.2","5,228.3"
"SAF","Safeco Corp.","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"SBUX","Starbucks Corp.","89,132.5","61,570.3","59,302.0","40,163.5","34,627.1","24,058.9","17,214.3","6,981.5"
"SCG","SCANA Corp.","8,645.0","8,619.1","6,617.1","6,024.5","5,857.8","5,156.2","4,634.6","4,200.8"
"SCHW","Charles Schwab Corp.","43,353.1","39,570.7","33,719.0","18,345.3","14,313.3","20,572.8","21,870.9","18,710.3"
"SE","Spectra Energy Corp.","16,073.6","24,357.3","23,865.4","18,289.8","20,018.3","16,218.5","13,270.0","9,617.1"
"SEE","Sealed Air Corp.","8,805.1","8,932.9","6,680.6","3,406.7","3,305.4","4,054.3","3,474.4","2,358.8"
"SGP","Schering-Plough Corp.","N/A","N/A","N/A","N/A","N/A","N/A","N/A","27,690.8"
"SHLD","Sears Holding Corporation","N/A","3,528.9","5,198.2","4,384.2","3,368.7","8,038.8","9,596.8","4,742.1"
"SHW","Sherwin-Williams Co.","24,169.0","24,910.9","18,373.7","15,885.0","9,271.0","8,963.0","6,746.8","6,992.8"
"SIAL","Sigma-Aldrich Corp.","N/A","16,335.1","11,187.2","8,829.6","7,557.7","8,120.3","6,151.9","5,157.5"
"SIG","Signet Jewelers Limited","9,837.3","10,565.1","6,311.7","4,346.8","3,820.1","3,741.1","2,284.6","739.4"
"SII","Smith International Inc.","N/A","N/A","N/A","N/A","N/A","N/A","6,744.5","5,015.4"
"SJM","J.M. Smucker Co.","14,760.7","10,276.0","10,832.8","9,355.6","8,853.2","7,613.8","7,355.8","5,134.9"
"SLB","Schlumberger Ltd.","87,962.0","108,924.4","117,803.5","92,048.1","91,110.2","113,657.8","77,782.6","50,546.3"
"SLG","SL Green Realty Corp","11,269.9","11,583.6","8,775.5","6,994.3","5,716.6","5,286.4","3,894.4","1,477.4"
"SLM","SLM Corp.","N/A","4,312.1","11,274.1","7,759.9","6,820.6","6,113.6","5,348.6","4,158.8"
"SNA","Snap-On Inc.","9,950.8","7,946.4","6,364.9","4,601.6","2,947.3","3,291.9","2,440.3","2,262.1"
"SNDK","SanDisk Corporation","15,253.2","21,138.5","15,892.0","10,502.3","11,936.0","11,792.0","6,628.8","2,170.8"
"SNI","Scripps Networks Int.","5,223.7","9,943.7","12,633.9","8,623.5","6,666.1","8,675.7","6,879.9","3,602.5"
"SO","Southern Co.","42,529.3","44,580.9","36,468.1","37,149.1","40,046.6","32,240.9","27,310.6","28,756.1"
"SOV","Sovereign Bancorp.","N/A","N/A","N/A","N/A","N/A","N/A","N/A","1,978.6"
"SPG","Simon Property Group Inc.","60,163.2","56,597.6","47,262.3","48,992.7","37,889.9","29,146.8","22,802.8","12,290.0"
"SPLS","Staples Inc.","6,095.1","11,602.6","10,373.9","7,628.7","9,663.9","16,415.2","17,917.9","12,823.7"
"SRCL","Stericycle Inc.","10,249.2","11,126.6","9,932.5","8,021.0","6,599.5","6,897.8","4,673.7","4,440.0"
"SRE","Sempra Energy","23,334.2","27,431.4","21,942.8","17,193.7","13,196.4","12,618.7","13,799.5","10,372.9"
"SSP","E.W. Scripps Co.","N/A","1,273.9","1,216.9","600.2","434.8","592.1","380.5","118.9"
"STI","SunTrust Banks","21,831.8","21,978.2","19,733.7","15,279.5","9,504.3","14,767.9","10,127.9","10,472.4"
"STJ","St. Jude Medical, Inc.","17,459.9","18,641.5","17,910.8","10,684.7","10,962.8","14,065.5","11,936.5","11,382.1"
"STR","Questar Corp.","N/A","4,434.1","4,025.5","3,458.0","3,533.1","3,072.9","7,258.1","5,675.0"
"STT","State Street Corp.","26,775.3","32,592.8","31,860.7","21,561.7","19,648.1","23,246.2","21,549.4","16,973.2"
"STX","Seagate Technology","10,962.5","21,867.5","18,447.1","10,875.3","7,623.7","6,806.2","9,076.8","2,161.8"
"STZ","Constellation Brands","24,663.2","18,985.4","13,373.3","6,496.5","4,131.7","4,631.7","3,534.5","3,449.3"
"SUN","Sunoco Inc.","N/A","N/A","N/A","N/A","4,381.4","4,861.2","3,052.3","5,079.5"
"SUNE","SunEdison Inc","N/A","5,308.7","3,483.0","742.5","909.4","2,566.2","3,097.2","3,205.9"
"SWK","Stanley Black & Decker","15,980.3","15,096.6","12,545.6","11,831.6","11,427.6","11,123.6","4,145.5","2,689.7"
"SWKS","Skyworks Solutions Inc.","14,686.1","13,873.1","5,389.3","3,896.0","3,048.0","5,295.6","2,484.5","918.7"
"SWN","Southwestern Energy","2,733.6","9,673.7","13,880.7","11,728.1","11,145.8","13,009.8","16,671.3","9,948.3"
"SVU","Supervalu Inc.","N/A","2,522.0","1,866.2","526.1","1,721.4","2,041.6","2,694.5","3,095.2"
"SWY","Safeway Inc.","N/A","8,095.2","7,494.4","4,332.6","6,240.5","8,276.3","8,266.9","10,195.0"
"SYF","Synchrony Financial","25,356.6","24,804.5","N/A","N/A","N/A","N/A","N/A","N/A"
"SYK","Stryker Corp.","34,945.4","35,656.7","28,402.9","20,831.6","18,939.5","21,002.1","20,042.2","15,836.2"
"SYMC","Symantec Corp.","14,186.0","17,509.9","16,306.8","12,970.5","11,415.8","12,776.8","14,423.6","11,099.7"
"SYY","Sysco Corp.","23,145.1","23,459.4","21,092.7","18,532.3","17,123.5","17,093.5","16,542.5","13,567.4"
"T","AT&T Inc.","211,690.3","174,231.3","185,222.9","191,472.8","179,202.2","173,635.8","165,405.0","167,950.5"
"TAP","Molson Coors Brewing Co.","16,817.3","13,823.5","10,342.8","7,766.4","7,837.2","9,375.5","8,372.7","8,996.4"
"TDC","Teradata Corp.","3,513.9","6,460.3","7,246.6","10,255.2","8,115.7","6,919.0","5,302.2","2,574.5"
"TE","TECO Energy","6,268.9","4,813.1","3,746.3","3,630.2","4,130.4","3,825.2","3,469.5","2,629.3"
"TEG","Integrys Energy Group Inc.","N/A","6,225.1","4,342.3","4,088.2","4,241.6","3,763.5","3,208.9","3,284.7"
"TEL","TE Connectivity Ltd.","24,959.2","25,738.4","22,633.7","15,590.5","13,116.7","15,759.0","11,269.6","7,424.2"
"TER","Teradyne","N/A","4,286.8","3,378.3","3,173.8","2,502.3","2,555.8","1,876.8","715.9"
"TEX","Terex Corp.","N/A","2,938.6","4,614.7","3,089.3","1,469.9","3,355.4","2,125.6","1,628.1"
"TGNA","TEGNA Inc","5,657.6","7,239.8","6,731.5","4,143.1","3,169.2","3,614.2","3,521.8","1,825.0"
"TGT","Target Corp.","44,731.5","48,598.6","40,045.5","38,182.4","34,281.2","42,333.8","36,018.4","25,991.1"
"THC","Tenet Healthcare Corp.","3,020.0","4,985.0","4,079.7","3,397.4","2,129.1","3,249.9","2,593.3","548.7"
"TIE","Titanium Metals","N/A","N/A","N/A","N/A","2,624.5","3,095.8","2,248.6","1,595.5"
"TIF","Tiffany & Co.","9,781.3","13,819.8","11,904.8","7,278.4","8,393.6","7,906.4","5,432.0","2,926.4"
"TJX","TJX Companies Inc.","47,476.3","46,959.0","44,930.7","30,729.6","24,099.8","17,296.9","14,963.1","8,491.7"
"TLAB","Tellabs Inc.","N/A","N/A","N/A","838","1,474.6","2,457.8","2,182.7","1,630.2"
"TMK","Torchmark Corp.","7,049.5","6,930.0","6,994.5","4,869.2","4,364.1","4,734.0","3,640.9","3,786.4"
"TMO","Thermo Fisher Scientific","56,612.1","50,174.9","40,304.4","22,797.8","16,701.1","21,666.2","19,520.0","14,240.1"
"TRIP","TripAdvisor","11,200.7","10,670.5","11,779.8","5,988.7","3,364.6","N/A","N/A","N/A"
"TROW","T. Rowe Price Group","17,950.8","22,418.9","21,953.9","16,737.0","14,423.8","16,700.4","13,766.9","9,103.0"
"TRV","The Travelers Companies","34,334.2","35,078.7","32,962.7","27,395.7","24,423.8","25,654.5","27,242.2","26,420.4"
"TSCO","Tractor Supply Co.","11,485.6","10,749.6","10,834.4","6,141.4","4,999.2","3,528.9","1,910.9","1,303.3"
"TSN","Tyson Foods","15,681.7","15,017.1","11,386.0","6,878.0","7,615.6","6,500.6","4,620.8","3,310.4"
"TSO","Tesoro Petroleum Co.","12,685.5","9,290.8","7,710.6","6,086.0","3,269.6","2,654.6","1,902.8","1,822.4"
"TSS","Total System Services","9,162.7","6,280.5","6,247.2","4,006.2","3,697.4","2,991.8","3,405.3","2,753.8"
"TT","Trane Inc.","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"TWC","Time Warner Cable Inc.","52,558.7","42,698.4","37,655.5","28,933.5","20,024.6","22,998.2","14,590.0","20,956.7"
"TWX","Time Warner Inc.","51,702.4","71,623.5","63,077.2","45,288.2","36,171.9","35,686.1","34,023.2","36,089.8"
"TXN","Texas Instruments","55,599.9","56,480.4","47,545.9","34,231.6","33,262.5","38,160.1","32,649.9","20,120.5"
"TXT","Textron Inc.","11,496.9","11,646.9","10,368.5","6,724.6","5,156.4","6,518.5","5,121.4","3,357.1"
"TYC","Tyco Int'l","13,481.7","18,413.7","18,884.4","13,611.2","21,610.9","19,811.3","16,953.1","10,223.3"
"UA","Under Armour","14,519.2","14,523.5","9,237.6","5,084.1","3,714.8","2,805.6","1,370.3","1,175.5"
"UAL","United Continental Holdings","21,362.0","25,052.0","13,705.2","7,773.2","6,244.2","7,811.1","N/A","N/A"
"UHS","Universal Health Services","10,896.3","10,983.1","7,988.8","4,718.5","3,754.2","4,231.3","2,955.9","1,857.6"
"UIS","Unisys Corp.","N/A","1,465.2","1,477.1","760.9","856.2","1,102.9","1,631.1","314.4"
"UNH","United Health Group Inc.","112,123.6","96,439.9","74,396.4","55,270.6","52,656.5","39,215.5","34,960.6","31,946.6"
"UNM","Unum Group","8,104.4","8,800.6","9,121.4","5,625.7","6,167.5","7,667.4","6,476.9","6,158.8"
"UNP","Union Pacific","66,792.3","105,235.4","76,608.2","59,021.1","50,843.8","45,548.5","32,272.1","24,054.2"
"UPS","United Parcel Service","66,989.8","100,608.9","96,988.8","70,264.7","70,482.0","71,926.8","57,025.8","54,939.4"
"URBN","Urban Outfitters","2,669.1","4,584.6","5,465.2","5,747.2","3,986.1","5,887.6","5,897.8","2,512.3"
"URI","United Rentals, Inc.","6,733.7","9,984.5","7,271.9","4,232.6","1,858.0","1,379.1","590.2","546.2"
"USB","U.S. Bancorp","74,637.4","80,274.7","73,719.9","59,709.7","51,660.7","51,809.4","43,060.3","43,893.4"
"UST","UST Inc.","N/A","N/A","N/A","N/A","N/A","N/A","N/A","10,295.6"
"UTX","United Technologies","85,216.1","104,578.1","104,318.9","75,354.8","66,308.9","72,522.3","65,019.3","50,595.2"
"V","Visa Inc.","150,946.6","129,393.9","112,642.7","80,510.0","52,957.2","34,964.7","41,018.1","23,548.9"
"WAMUQ","Washington Mutual Inc.","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"VAR","Varian Medical Systems","7,756.5","8,679.3","8,182.0","7,678.8","7,571.2","8,306.3","5,826.1","4,355.9"
"WAT","Waters Corp.","10,990.3","9,372.3","8,481.9","7,526.3","6,590.2","7,137.5","5,831.6","3,587.7"
"WB","Wachovia Corp.","N/A","N/A","N/A","N/A","N/A","N/A","N/A","11,972.2"
"WBA","Walgreens Boots Alliance","92,716.3","72,057.8","54,577.8","34,978.3","28,878.0","36,067.8","36,271.5","24,399.4"
"WDC","Western Digital","13,914.5","25,682.4","19,884.3","10,240.1","7,273.3","7,864.8","10,066.2","2,564.8"
"WEC","WEC Energy Group Inc","16,197.7","11,893.8","9,341.3","8,440.1","8,057.8","6,879.9","5,825.5","4,908.2"
"WEN","Wendy's International Inc.","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"VFC","V.F. Corp.","26,537.7","32,421.2","27,448.9","16,637.6","14,039.6","9,302.1","8,077.3","6,016.4"
"WFC","Wells Fargo","277,660.7","283,438.5","238,675.2","180,002.6","145,037.6","163,078.2","139,771.1","124,660.0"
"WFM","Whole Foods Market","11,432.5","18,166.3","21,507.0","16,901.1","12,547.8","8,780.7","4,676.3","1,325.4"
"WFT","Weatherford Int'l Ltd.","N/A","8,862.3","11,880.8","8,515.6","10,965.4","16,776.4","13,068.0","7,447.6"
"WHR","Whirlpool Corp.","11,484.4","15,111.7","12,078.2","8,038.3","3,606.2","6,751.1","6,049.5","3,040.7"
"VIAB","Viacom Inc.","14,323.7","30,649.3","38,385.9","26,174.9","24,657.6","23,702.6","18,058.0","11,565.6"
"VIAV","VIAVI Solutions Inc","N/A","3,181.0","3,026.7","3,124.8","2,401.2","3,139.8","1,763.3","766.6"
"WIN","Windstream Comm's","N/A","4,967.9","4,757.7","4,870.3","6,883.2","7,029.9","4,800.4","4,042.5"
"VLO","Valero Energy","34,047.1","25,457.8","26,992.7","18,837.5","11,720.9","13,141.1","9,458.8","11,170.8"
"WM","Waste Management Inc.","23,829.4","23,500.5","21,052.4","15,652.0","15,057.4","17,542.8","16,555.1","16,257.5"
"WMB","Williams Companies","19,269.0","33,570.2","26,343.3","22,295.9","19,514.8","14,461.2","12,289.6","8,369.4"
"VMC","Vulcan Materials","12,661.3","8,670.2","7,736.5","6,752.0","5,085.8","5,703.4","6,631.8","7,672.6"
"WMT","Wal-Mart Stores","196,276.0","276,807.6","254,622.9","228,245.6","204,659.9","192,098.3","203,653.7","219,898.3"
"VNO","Vornado Realty Trust","18,846.6","22,116.2","16,629.0","14,953.7","14,225.2","15,304.6","12,674.1","9,371.5"
"WPX","WPX Energy Inc","N/A","2,369.0","4,096.4","2,965.6","3,579.5","N/A","N/A","N/A"
"WRK","WestRock Co","11,729.5","7,400.6","6,569.1","5,570.9","5,113.7","4,401.6","4,899.7","1,911.4"
"VRSK","Verisk Analytics Inc","13,025.6","10,114.3","11,005.3","8,549.0","6,592.8","5,795.8","5,452.0","N/A"
"VRSN","Verisign Inc.","9,741.3","6,751.8","7,994.0","5,954.7","5,694.6","5,643.3","4,443.2","3,654.7"
"VRTX","Vertex Pharmaceuticals Inc.","30,918.6","28,721.6","17,370.5","9,104.3","6,951.0","7,129.4","8,568.1","4,594.8"
"VTR","Ventas Inc.","18,790.2","21,400.4","16,851.1","18,889.6","15,922.0","8,253.3","6,850.2","4,810.1"
"WU","Western Union Co.","9,049.6","9,340.1","9,466.8","7,786.3","11,310.2","12,144.8","12,940.5","10,175.7"
"WWY","Wrigley Co.","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"WY","Weyerhaeuser Corp.","15,304.2","18,823.4","18,422.6","15,089.4","10,015.1","10,146.0","9,118.0","6,467.6"
"WYE","Wyeth Corp.","N/A","N/A","N/A","N/A","N/A","N/A","N/A","49,946.6"
"WYN","Wyndham Worldwide","8,435.1","10,381.8","9,459.7","7,305.1","5,563.2","5,194.7","3,602.5","1,161.7"
"WYNN","Wynn Resorts Ltd.","7,027.6","15,090.1","19,652.5","11,346.5","13,820.2","12,938.5","7,179.4","4,733.7"
"VZ","Verizon Communications","188,063.3","194,369.2","140,638.7","123,690.3","113,700.7","101,150.9","93,945.7","96,293.6"
"X","U.S. Steel Corp.","N/A","3,894.8","4,268.1","3,441.1","3,810.3","8,393.4","7,901.5","4,322.6"
"XEC","Cimarex Energy","8,451.8","9,284.9","9,143.1","4,999.2","5,309.4","7,545.9","4,425.2","2,229.7"
"XEL","Xcel Energy Inc.","18,224.2","18,165.9","13,913.3","13,033.4","13,446.7","11,359.0","9,708.3","8,417.8"
"XL","XL Capital","11,666.2","8,770.6","8,859.6","7,485.0","6,240.3","6,903.8","6,271.0","1,224.0"
"XLNX","Xilinx Inc.","12,070.1","11,303.0","12,237.7","9,366.6","8,383.7","7,534.8","6,929.1","4,884.5"
"XOM","Exxon Mobil Corp.","324,501.1","391,482.2","442,093.6","394,611.1","406,272.3","368,711.8","322,668.1","406,067.2"
"XRAY","Dentsply Int'l","8,521.1","7,502.8","6,895.8","5,637.4","4,955.7","4,843.1","5,168.6","4,194.4"
"XRX","Xerox Corp.","10,761.8","15,478.1","14,461.9","8,346.1","10,645.2","16,100.1","7,355.0","6,892.3"
"XTO","XTO Energy Inc.","N/A","N/A","N/A","N/A","N/A","N/A","27,127.7","20,440.1"
"XYL","Xylem Inc.","6,546.9","6,940.2","6,387.2","5,032.5","4,742.4","N/A","N/A","N/A"
"YHOO","Yahoo Inc.","31,409.2","47,319.7","41,019.8","22,193.1","19,194.8","21,765.9","23,593.9","16,977.0"
"YUM","Yum! Brands Inc.","31,502.2","31,616.9","33,495.2","29,946.4","27,144.6","23,004.5","16,400.9","14,458.5"
"ZBH","Zimmer Biomet Holdings","20,905.8","19,247.4","15,823.7","11,438.9","9,508.8","10,499.8","12,070.3","9,037.9"
"ZION","Zions Bancorp","5,576.8","5,788.0","5,533.0","3,941.9","2,997.7","4,428.9","1,930.0","2,827.1"
"ZTS","Zoetis, Inc.","23,860.3","21,572.1","16,345.0","N/A","N/A","N/A","N/A","N/A"